features_id,bedrooms,squareFootage,features,bathrooms,lotSize
98,4.0,2207.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'pool': True, 'poolType': 'Pool and Hot Tub / Spa', 'roofType': 'Tile', 'unitCount': 1}",2.0,8400.0
99,4.0,2314.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Siding', 'fireplace': True, 'fireplaceType': '2 Story', 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Roll Composition', 'roomCount': 8, 'unitCount': 1}",3.0,8233.0
100,2.0,1234.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'floorCount': 1, 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt'}",2.0,2963.0
101,0.0,2285.0,"{'cooling': True, 'coolingType': 'Refrigeration', 'exteriorType': 'Stucco', 'floorCount': 1, 'garage': True, 'garageSpaces': 3, 'garageType': 'Garage', 'heating': True, 'pool': True, 'roofType': 'Other', 'unitCount': 1}",3.0,8388.0
102,6.0,3916.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'unitCount': 1}",2.5,7151.0
103,3.0,1386.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle'}",8.0,0.0
104,0.0,2544.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle'}",0.0,6534.0
105,0.0,980.0,{'architectureType': 'Mobile Home'},0.0,0.0
106,4.0,2943.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Roll Composition', 'roomCount': 8, 'unitCount': 1}",2.5,21257.0
107,4.0,1567.0,"{'architectureType': 'French Provincial', 'cooling': True, 'coolingType': 'Commercial', 'fireplace': True, 'roomCount': 8}",4.0,14323.0
108,3.0,2170.0,"{'architectureType': 'Single Story', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 1, 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Built-up (Layered Asphalt)', 'roomCount': 7, 'unitCount': 1}",2.0,6970.0
109,3.0,936.0,"{'architectureType': 'Ranch', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Mixed', 'heating': True, 'heatingType': 'Gas', 'roomCount': 5, 'unitCount': 1}",1.0,7754.0
110,2.0,1568.0,nan,2.0,0.0
111,2.0,912.0,"{'architectureType': 'Ranch / Rambler', 'floorCount': 1, 'heating': True, 'heatingType': 'Forced Air'}",2.0,9322.0
112,3.0,1082.0,nan,1.0,0.0
113,3.0,1748.0,"{'architectureType': 'Condo / Apartment', 'exteriorType': 'Stucco', 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Tile', 'unitCount': 1}",2.0,1799.0
114,5.0,3210.0,"{'cooling': True, 'coolingType': 'Central', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Tile', 'unitCount': 1}",3.0,18730.0
115,0.0,2970.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Steam', 'roofType': 'Metal', 'unitCount': 1}",2.5,22961.0
116,8.0,2517.0,"{'architectureType': 'Duplex', 'cooling': True, 'coolingType': 'Commercial', 'heating': True, 'heatingType': 'Floor / Wall', 'unitCount': 2}",2.0,7230.0
117,4.0,3189.0,"{'exteriorType': 'Ribbed Aluminum', 'floorCount': 2, 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roomCount': 9}",3.0,8775.0
118,3.0,1116.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'fireplaceType': 'Masonry', 'floorCount': 1, 'foundationType': 'Concrete', 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'unitCount': 1, 'architectureType': 'Ranch'}",2.0,8712.0
119,2.0,1044.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'fireplaceType': 'Prefab', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",2.0,3850.0
120,3.0,1736.0,nan,2.5,0.0
121,3.0,988.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 5, 'unitCount': 1}",1.0,4920.0
122,0.0,0.0,"{'floorCount': 1, 'unitCount': 1}",0.0,7840.0
123,3.0,6945.0,nan,4.5,0.0
124,0.0,980.0,"{'architectureType': 'Mobile Home', 'cooling': True, 'coolingType': 'Central', 'floorCount': 1, 'foundationType': 'Other', 'heating': True, 'heatingType': 'Central', 'roofType': 'Other'}",0.0,0.0
125,3.0,1655.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Shingle', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'roomCount': 8, 'unitCount': 1}",2.5,10890.0
126,6.0,3165.0,nan,3.0,0.0
127,0.0,4239.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick', 'fireplace': True, 'fireplaceType': 'Single', 'floorCount': 2, 'foundationType': 'Raised', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'unitCount': 1}",5.0,20710.0
128,4.0,2067.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Other', 'floorCount': 1, 'foundationType': 'Concrete', 'garage': True, 'garageSpaces': 2, 'garageType': 'Built-in Garage', 'heating': True, 'heatingType': 'Central', 'pool': True, 'poolType': 'Gunite', 'roofType': 'Tile', 'unitCount': 1}",3.0,8502.0
129,2.0,1706.0,nan,2.0,0.0
130,5.0,3344.0,nan,3.0,0.0
131,4.0,2979.0,nan,4.0,0.0
132,3.0,1484.0,"{'architectureType': 'Traditional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roomCount': 5, 'unitCount': 1}",2.0,8398.0
133,4.0,4420.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Stucco', 'floorCount': 2, 'foundationType': 'Slab', 'garage': True, 'garageType': 'Attached Garage', 'heating': True, 'roofType': 'Concrete', 'roomCount': 11, 'unitCount': 1}",4.5,44122.0
134,3.0,2172.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 2, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",2.0,6343.0
135,4.0,3722.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 3, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Hot Water', 'roofType': 'Tile', 'roomCount': 8, 'unitCount': 1}",3.0,20413.0
136,3.0,1077.0,"{'cooling': True, 'coolingType': 'Commercial', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'unitCount': 1}",1.0,8398.0
137,3.0,1610.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 2, 'foundationType': 'Slab', 'garage': True, 'garageSpaces': 1, 'garageType': 'Detached Garage', 'heating': True, 'heatingType': 'Central', 'roomCount': 6, 'unitCount': 1}",2.5,4269.0
138,3.0,1657.0,"{'cooling': True, 'coolingType': 'Commercial', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 1, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'unitCount': 1}",2.0,5136.0
139,3.0,1008.0,nan,1.0,0.0
140,4.0,1635.0,"{'architectureType': 'Old Style', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Wood', 'floorCount': 2, 'garage': True, 'garageType': 'Detached', 'roofType': 'Shingle', 'unitCount': 1}",1.5,6600.0
141,2.0,672.0,"{'architectureType': 'Mobile Home', 'exteriorType': 'Wood', 'floorCount': 1, 'roofType': 'Metal', 'unitCount': 1}",1.0,54450.0
142,0.0,3078.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Footing', 'garage': True, 'garageType': 'Attached', 'heating': True, 'roofType': 'Metal', 'unitCount': 1}",3.0,236095.0
143,3.0,2042.0,"{'architectureType': 'Split Level', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'fireplace': True, 'fireplaceType': 'Prefab', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Underground / Basement', 'heating': True, 'heatingType': 'Hot Water', 'roomCount': 7, 'unitCount': 1}",2.0,6111.0
144,3.0,3031.0,"{'architectureType': 'Contemporary', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Other', 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 8, 'unitCount': 1}",2.0,6011.0
145,4.0,2747.0,"{'exteriorType': 'Wood', 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'unitCount': 1}",3.0,9448.0
146,3.0,1185.0,nan,2.0,41382.0
147,5.0,3292.0,"{'architectureType': 'Traditional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 2, 'heating': True, 'heatingType': 'Central'}",2.5,8276.0
148,0.0,4387.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'unitCount': 1}",3.0,10454.0
149,5.0,3238.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Siding', 'fireplace': True, 'fireplaceType': '2 Story', 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",4.5,17222.0
150,3.0,1288.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'floorCount': 1, 'foundationType': 'Masonry', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Wood Shingle', 'roomCount': 7, 'unitCount': 1}",2.0,5330.0
151,3.0,2243.0,"{'fireplace': True, 'floorCount': 2, 'garage': True, 'garageType': 'Garage', 'roomCount': 5, 'unitCount': 1}",2.5,3484.0
152,0.0,2663.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Block with Runner', 'garage': True, 'garageSpaces': 3, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'pool': True, 'roofType': 'Composition Shingle', 'unitCount': 1}",3.0,44431.0
153,3.0,2382.0,nan,3.0,6447.0
154,2.0,1645.0,nan,1.0,1742400.0
155,3.0,1200.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'fireplaceType': 'Prefab', 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'heating': True, 'heatingType': 'Forced Air', 'unitCount': 1}",2.5,1460.0
156,2.0,1182.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'unitCount': 1}",2.0,9583.0
157,3.0,1104.0,"{'cooling': True, 'coolingType': 'Commercial', 'heating': True, 'unitCount': 1}",2.0,15000.0
158,2.0,1664.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick Veneer', 'garage': True, 'garageType': 'Attached', 'heating': True, 'roofType': 'Composition Shingle', 'roomCount': 6, 'unitCount': 1}",2.0,11927.0
159,3.0,1970.0,"{'architectureType': 'Two Family', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick / Stone', 'floorCount': 2, 'garage': True, 'garageType': 'Detached', 'roofType': 'Shingle', 'unitCount': 2}",2.0,3125.0
160,3.0,980.0,"{'architectureType': 'Mobile Home', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'foundationType': 'Raised', 'heating': True, 'heatingType': 'Central', 'roomCount': 5}",2.0,0.0
161,2.0,1150.0,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Commercial', 'heating': True, 'heatingType': 'Central', 'unitCount': 1}",2.0,21750.0
162,3.0,1309.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'foundationType': 'OTHER', 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Shingle'}",2.0,8799.0
163,4.0,1852.0,"{'architectureType': 'Modern', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stone', 'floorCount': 2, 'foundationType': 'Block', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Wood Shingle', 'unitCount': 1}",3.0,0.0
164,3.0,1680.0,"{'architectureType': 'Raised Ranch', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Wood', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Crawl / Raised', 'garage': True, 'garageSpaces': 3, 'garageType': 'Mixed', 'heating': True, 'heatingType': 'Steam', 'roofType': 'Composition Shingle', 'unitCount': 1}",2.0,29185.0
165,3.0,1685.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Vinyl', 'floorCount': 2, 'foundationType': 'OTHER', 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'roomCount': 3, 'architectureType': 'Townhouse'}",2.0,1095.0
166,3.0,1590.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'pool': True, 'roofType': 'Composition Shingle', 'unitCount': 1}",2.0,7871.0
167,2.0,0.0,nan,2.0,0.0
168,1.0,672.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Stucco', 'floorCount': 1, 'garage': True, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 4, 'unitCount': 1}",1.0,5227.0
169,2.0,837.0,nan,1.0,0.0
170,2.0,1110.0,nan,2.0,0.0
171,3.0,2448.0,"{'architectureType': 'Split Level', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'OTHER', 'fireplace': True, 'fireplaceType': 'Prefab', 'floorCount': 2, 'foundationType': 'Footing', 'garage': True, 'garageSpaces': 1, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Wood Shingle', 'unitCount': 1}",2.5,7318.0
172,4.0,1693.0,"{'architectureType': 'Traditional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roomCount': 6, 'unitCount': 1}",2.0,6299.0
173,6.0,2080.0,"{'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'heating': True, 'heatingType': 'Forced Air'}",2.0,4356.0
174,3.0,1351.0,"{'cooling': True, 'coolingType': 'Central', 'fireplace': True, 'fireplaceType': 'Masonry', 'floorCount': 1, 'foundationType': 'Raised', 'garage': True, 'garageSpaces': 1, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Central', 'pool': True, 'poolType': 'Above-Ground Pool', 'roofType': 'Asphalt', 'roomCount': 8, 'unitCount': 1}",1.0,7362.0
175,3.0,1887.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 1, 'foundationType': 'OTHER', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'roomCount': 5, 'unitCount': 1}",2.5,10800.0
176,5.0,2656.0,"{'cooling': True, 'coolingType': 'Central', 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'unitCount': 1}",2.0,6534.0
177,4.0,2614.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roomCount': 8, 'unitCount': 1}",2.0,6969.0
178,4.0,2160.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle'}",3.0,6734.0
179,3.0,1144.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Masonite', 'fireplace': True, 'fireplaceType': 'Prefab', 'floorCount': 1, 'foundationType': 'Masonry', 'heating': True, 'heatingType': 'Central', 'roofType': 'Metal', 'roomCount': 4}",2.0,43996.0
180,0.0,1220.0,"{'floorCount': 2, 'unitCount': 1}",0.0,5000.0
181,4.0,2950.0,"{'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Crawl / Raised', 'garage': True, 'garageSpaces': 3, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Wood Shake / Shingle', 'roomCount': 6, 'unitCount': 1}",3.0,9583.0
182,3.0,1446.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'roomCount': 5}",2.0,7231.0
183,4.0,1240.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'OTHER', 'floorCount': 1, 'garage': True, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'roomCount': 8, 'unitCount': 1}",2.5,9017.0
184,2.0,728.0,"{'architectureType': 'Traditional', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Steam', 'roomCount': 4, 'unitCount': 1}",1.0,4356.0
185,2.0,1044.0,"{'architectureType': 'Mobile Home', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Other', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Carport', 'unitCount': 1}",1.0,4875.0
186,3.0,1300.0,nan,2.0,0.0
187,5.0,2852.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'fireplaceType': 'Prefab', 'floorCount': 2, 'foundationType': 'Footing', 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Heat Pump', 'roofType': 'Composition Shingle', 'unitCount': 1}",3.0,14375.0
188,3.0,1693.0,nan,2.0,0.0
189,4.0,1911.0,nan,2.0,0.0
190,3.0,1898.0,"{'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'roomCount': 7, 'unitCount': 1}",2.0,2465.0
191,4.0,3811.0,nan,3.0,43560.0
192,3.0,1325.0,"{'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageType': 'Garage', 'roofType': 'Other', 'unitCount': 1}",2.0,6750.0
193,2.0,846.0,"{'architectureType': 'Multi-Unit Building', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'roofType': 'Composition Shingle', 'unitCount': 1}",1.0,3354.0
194,2.0,1632.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'fireplace': True, 'fireplaceType': 'Masonry', 'floorCount': 1, 'foundationType': 'OTHER', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'roomCount': 10, 'unitCount': 1}",3.0,15897.0
195,2.0,0.0,nan,1.0,0.0
196,0.0,2123.0,"{'architectureType': 'Quadruplex', 'roomCount': 20}",0.0,6009.0
197,3.0,1850.0,"{'exteriorType': 'Brick / Stone', 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'roomCount': 6}",1.0,5050.0
198,0.0,2358.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick', 'floorCount': 1, 'foundationType': 'Retaining Wall', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'unitCount': 1}",1.0,19036.0
199,3.0,1168.0,"{'architectureType': 'Cottage', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'fireplace': True, 'fireplaceType': 'Prefab', 'floorCount': 1, 'foundationType': 'Pile', 'heating': True, 'heatingType': 'Heat Pump', 'roofType': 'Composition Shingle', 'unitCount': 1}",2.0,3267.0
